int(self),disturbance_cycles,self.cycle,self.total_delivered,mean_cyc_to_deliver
0,50,5000,18395,82.75743408534927
1,50,5000,18764,81.85925175868685
2,50,5000,18459,82.74164364266754
3,50,5000,18610,82.18457818377216
4,50,5000,18502,82.66360393470976
5,50,5000,18957,80.51289761038139
6,50,5000,18707,81.11936708184102
7,50,5000,18308,83.14971597116015
8,50,5000,18378,84.0084884100555
9,50,5000,18340,83.02895310796075
10,50,5000,18571,81.97943029454525
11,50,5000,18677,81.56127857793007
12,50,5000,18622,82.3109225647084
13,50,5000,18521,82.73376167593543
14,50,5000,18803,82.04557783332447
15,50,5000,18365,83.30138851075415
16,50,5000,18821,81.85824345146379
17,50,5000,18465,83.03595992418089
18,50,5000,17867,85.3266356970952
19,50,5000,18520,82.77170626349891
20,100,5000,22536,68.34198615548456
21,100,5000,22140,69.56332429990967
22,100,5000,21841,70.40071425301039
23,100,5000,21304,72.72423019151333
24,100,5000,22257,69.205238801276
25,100,5000,22364,68.58106778751565
26,100,5000,22077,69.84236988721294
27,100,5000,22200,69.29653153153153
28,100,5000,22182,69.26255522495717
29,100,5000,21964,70.32744490985249
30,100,5000,22516,68.15082607923254
31,100,5000,21884,69.8482909888503
32,100,5000,21943,70.20867702684227
33,100,5000,21867,70.35071111720858
34,100,5000,21841,70.29023396364636
35,100,5000,22266,69.06831042845594
36,100,5000,22132,69.26165732875475
37,100,5000,22085,69.59764546071995
38,100,5000,21854,70.18477166651414
39,100,5000,22034,69.8204592901879
40,250,5000,25048,61.63226604918557
41,250,5000,24815,61.96437638525086
42,250,5000,24506,62.7288419162654
43,250,5000,24847,62.35827262848634
44,250,5000,25011,61.93830714485626
45,250,5000,25049,61.18332069144477
46,250,5000,24742,62.36112682887398
47,250,5000,24656,62.06387897469176
48,250,5000,24672,62.4829766536965
49,250,5000,24504,63.08210904342148
50,250,5000,24891,61.90136997308264
51,250,5000,24341,63.17698533338811
52,250,5000,25130,61.01591723040191
53,250,5000,25148,61.557698425322094
54,250,5000,24621,62.69790016652451
55,250,5000,24329,63.10082617452423
56,250,5000,24282,63.42582983279796
57,250,5000,24369,62.772785095818456
58,250,5000,25308,60.8181997787261
59,250,5000,25272,60.682217473884144
60,500,5000,26602,57.9559055710097
61,500,5000,26119,58.9664611968299
62,500,5000,26375,58.128189573459714
63,500,5000,26106,58.63686508848541
64,500,5000,26204,58.70141963059075
65,500,5000,25801,59.198093097166776
66,500,5000,25695,60.06542128818836
67,500,5000,26099,58.60944863787885
68,500,5000,26160,58.630772171253824
69,500,5000,25627,60.060561126936435
70,500,5000,26538,57.591416082598535
71,500,5000,26302,58.78237396395711
72,500,5000,26586,57.550778605280975
73,500,5000,26075,58.96621284755513
74,500,5000,26832,56.983079904591534
75,500,5000,26393,58.47618686773008
76,500,5000,26190,58.54933180603284
77,500,5000,25452,60.594295143800096
78,500,5000,26288,58.14306908094948
79,500,5000,25388,60.275681424294945
