int(self),disturbance_cycles,self.cycle,self.total_delivered,mean_cyc_to_deliver
0,50,5000,276,983.481884057971
1,50,5000,231,1204.82683982684
2,50,5000,233,1238.4549356223176
3,50,5000,244,1165.200819672131
4,50,5000,252,1108.5833333333333
5,50,5000,247,1117.165991902834
6,50,5000,230,1228.3869565217392
7,50,5000,256,1134.9375
8,50,5000,227,1243.726872246696
9,50,5000,265,1079.4603773584906
10,50,5000,252,1100.5515873015872
11,50,5000,249,1158.313253012048
12,50,5000,252,1128.7579365079366
13,50,5000,269,1063.2342007434945
14,50,5000,274,1047.992700729927
15,50,5000,290,1014.7896551724137
16,50,5000,269,1081.4089219330856
17,50,5000,212,1270.561320754717
18,50,5000,248,1086.008064516129
19,50,5000,270,1050.0185185185185
20,100,5000,210,1205.2047619047619
21,100,5000,214,1211.0981308411215
22,100,5000,221,1235.2262443438915
23,100,5000,214,1214.892523364486
24,100,5000,190,1240.457894736842
25,100,5000,230,1191.8260869565217
26,100,5000,224,1174.6517857142858
27,100,5000,200,1369.855
28,100,5000,190,1317.4157894736843
29,100,5000,194,1410.6958762886597
30,100,5000,204,1333.9166666666667
31,100,5000,188,1289.5744680851064
32,100,5000,195,1337.928205128205
33,100,5000,222,1294.2027027027027
34,100,5000,200,1321.455
35,100,5000,194,1416.9278350515465
36,100,5000,248,1151.8306451612902
37,100,5000,208,1252.826923076923
38,100,5000,195,1406.3076923076924
39,100,5000,246,1168.9552845528456
40,250,5000,196,1269.3061224489795
41,250,5000,196,1301.1479591836735
42,250,5000,184,1370.929347826087
43,250,5000,175,1405.1771428571428
44,250,5000,163,1473.9509202453987
45,250,5000,189,1301.2804232804233
46,250,5000,178,1469.7640449438202
47,250,5000,182,1307.9835164835165
48,250,5000,153,1314.7058823529412
49,250,5000,153,1604.8235294117646
50,250,5000,158,1535.613924050633
51,250,5000,185,1300.7837837837837
52,250,5000,169,1435.7633136094676
53,250,5000,162,1409.888888888889
54,250,5000,143,1648.2657342657342
55,250,5000,193,1354.6943005181347
56,250,5000,173,1356.5260115606936
57,250,5000,178,1320.9494382022472
58,250,5000,189,1336.8201058201057
59,250,5000,188,1339.281914893617
60,500,5000,154,1461.844155844156
61,500,5000,142,1457.7676056338028
62,500,5000,185,1330.8918918918919
63,500,5000,167,1486.9700598802394
64,500,5000,161,1386.8012422360248
65,500,5000,165,1341.4424242424243
66,500,5000,166,1396.078313253012
67,500,5000,182,1306.3626373626373
68,500,5000,157,1400.9745222929937
69,500,5000,162,1289.858024691358
70,500,5000,134,1702.2985074626865
71,500,5000,175,1292.3028571428572
72,500,5000,147,1473.0068027210884
73,500,5000,155,1412.5290322580645
74,500,5000,171,1406.8070175438597
75,500,5000,157,1417.8980891719746
76,500,5000,157,1297.216560509554
77,500,5000,161,1282.5093167701864
78,500,5000,141,1690.3758865248226
79,500,5000,159,1469.622641509434
