int(self),disturbance_cycles,self.cycle,self.total_delivered,mean_cyc_to_deliver
20,50,5000,2895,136.02210708117443
21,50,5000,3064,128.41971279373368
22,50,5000,3059,128.66884602811376
23,50,5000,2882,137.02428868841082
24,50,5000,3012,132.08499335989376
25,50,5000,3033,131.46389713155293
26,50,5000,3020,130.32350993377483
27,50,5000,3077,128.8427039324017
28,50,5000,3128,126.10453964194373
29,50,5000,2941,134.25773546412785
30,50,5000,2891,137.622621930128
31,50,5000,2782,142.30733285406183
32,50,5000,2929,134.76305906452714
33,50,5000,3021,132.39093015557762
34,50,5000,2998,132.07138092061373
35,50,5000,3065,130.39510603588906
36,50,5000,3264,121.30055147058823
37,50,5000,2932,135.88540245566168
38,50,5000,2856,139.484243697479
39,50,5000,2985,131.66231155778894
100,100,5000,6107,63.61421319796954
101,100,5000,6112,63.322480366492144
102,100,5000,6192,62.09286175710594
103,100,5000,6041,64.51349114385036
104,100,5000,5884,66.08327668252889
105,100,5000,6332,61.44393556538218
106,100,5000,6541,59.21632777862712
107,100,5000,6321,61.0281601012498
108,100,5000,5871,66.29092147845341
109,100,5000,6239,62.039108831543516
110,100,5000,6247,61.97470785977269
111,100,5000,6222,62.37913854066217
112,100,5000,5894,65.68968442483882
113,100,5000,6035,64.12195526097763
114,100,5000,6577,59.36764482286757
115,100,5000,6501,59.330872173511764
116,100,5000,6101,63.4771348959187
117,100,5000,6351,60.749015903007404
118,100,5000,5993,64.55664942432838
119,100,5000,6395,60.12243940578577
180,250,5000,10941,33.16598117173933
181,250,5000,10827,33.31633878267295
182,250,5000,10615,33.057089024964675
183,250,5000,11013,31.954054299464268
184,250,5000,10459,34.97609714121809
185,250,5000,10652,34.044310927525345
186,250,5000,10884,33.490812201396544
187,250,5000,10713,33.75497059647158
188,250,5000,10762,33.598866381713435
189,250,5000,10686,33.583099382369454
190,250,5000,10867,33.44648937149167
191,250,5000,10878,33.308144879573454
192,250,5000,10443,35.08263908838456
193,250,5000,10498,34.32472851971804
194,250,5000,10922,33.0929316974913
195,250,5000,10938,32.984549277747305
196,250,5000,10567,33.90082331787641
197,250,5000,10254,35.19953188999415
198,250,5000,10773,33.19957300659055
199,250,5000,10725,33.805314685314684
260,500,5000,12562,27.2834739691132
261,500,5000,12382,27.994185107413987
262,500,5000,12556,27.517282574068176
263,500,5000,12664,27.350994946304485
264,500,5000,12784,27.25179912390488
265,500,5000,12787,27.080863376867132
266,500,5000,12230,28.881357318070318
267,500,5000,12926,26.709887049357885
268,500,5000,12247,28.78394708908304
269,500,5000,12544,27.527582908163264
270,500,5000,12404,28.13632699129313
271,500,5000,12425,28.003621730382292
272,500,5000,12433,28.08903723960428
273,500,5000,12571,27.633044308328692
274,500,5000,12918,27.28208701037312
275,500,5000,12144,28.578804347826086
276,500,5000,12554,27.299028198183844
277,500,5000,13056,26.41015625
278,500,5000,12761,27.28500901183293
279,500,5000,12985,26.604928763958412
