int(self),disturbance_cycles,self.cycle,self.total_delivered,mean_cyc_to_deliver
0,50,5000,3234,26.985157699443413
1,50,5000,3048,29.34514435695538
2,50,5000,3133,27.93424832428982
3,50,5000,3265,26.566921898928026
4,50,5000,3240,26.421296296296298
5,50,5000,3289,26.111584068105806
6,50,5000,2937,29.30609465440926
7,50,5000,3433,25.393533352752694
8,50,5000,3251,26.083358966471856
9,50,5000,3038,27.836405529953918
10,50,5000,3103,28.217209152433128
11,50,5000,2620,34.34961832061069
12,50,5000,3228,26.621437422552663
13,50,5000,2992,28.22860962566845
14,50,5000,3077,28.19272018199545
15,50,5000,3185,26.60282574568289
16,50,5000,3325,25.169022556390978
17,50,5000,3540,23.866666666666667
18,50,5000,3175,27.081259842519685
19,50,5000,3053,28.823124795283327
20,100,5000,4196,19.032173498570067
21,100,5000,4334,18.55883710198431
22,100,5000,4118,19.3547838756678
23,100,5000,4151,19.165502288605154
24,100,5000,4108,19.680866601752676
25,100,5000,3985,20.95483061480552
26,100,5000,4055,20.705795314426634
27,100,5000,4301,18.42478493373634
28,100,5000,4503,17.21274705751721
29,100,5000,4418,17.889542779538253
30,100,5000,4205,19.106302021403092
31,100,5000,4214,18.90673943996203
32,100,5000,4255,18.571797884841363
33,100,5000,4077,19.7485896492519
34,100,5000,4420,18.27850678733032
35,100,5000,4082,18.998530132288096
36,100,5000,4245,18.514016489988222
37,100,5000,3956,20.23458038422649
38,100,5000,4458,17.543517272319427
39,100,5000,4192,18.403625954198475
40,250,5000,5110,14.364383561643836
41,250,5000,4846,15.569541890218737
42,250,5000,4546,16.297184337879454
43,250,5000,4874,15.385925318013951
44,250,5000,4927,14.65374467221433
45,250,5000,4816,14.877284053156146
46,250,5000,5075,14.505418719211823
47,250,5000,5371,13.50530627443679
48,250,5000,5145,14.220213799805636
49,250,5000,5027,13.942311517803859
50,250,5000,4872,15.97495894909688
51,250,5000,5035,14.921350546176763
52,250,5000,4726,16.215827338129497
53,250,5000,4891,14.30259660601104
54,250,5000,5026,15.065658575407879
55,250,5000,4979,14.928298855191805
56,250,5000,4955,14.533602421796166
57,250,5000,4585,16.846019629225736
58,250,5000,5035,13.92214498510427
59,250,5000,4835,15.309410548086866
60,500,5000,5334,13.227409073865767
61,500,5000,5583,12.351961311123052
62,500,5000,5478,12.862723621759766
63,500,5000,5511,12.293231718381419
64,500,5000,5302,12.805167861184458
65,500,5000,5115,14.50772238514174
66,500,5000,5552,12.265309798270893
67,500,5000,5466,12.339187705817782
68,500,5000,5266,13.06114698063046
69,500,5000,5362,12.46307348004476
70,500,5000,5279,13.118961924606934
71,500,5000,5595,11.859517426273458
72,500,5000,5514,12.025389916575989
73,500,5000,5288,13.05767776096823
74,500,5000,5769,11.587623504940197
75,500,5000,5490,12.875774134790529
76,500,5000,5359,12.896809106176525
77,500,5000,5489,13.009473492439424
78,500,5000,5542,11.968964272825694
79,500,5000,5500,12.478909090909092
