int(self),disturbance_cycles,self.cycle,self.total_delivered,mean_cyc_to_deliver
0,50,5000,1308,298.2905198776758
1,50,5000,1365,283.55384615384617
2,50,5000,1361,287.5591476855254
3,50,5000,1350,287.8177777777778
4,50,5000,1272,300.60141509433964
5,50,5000,1240,315.11290322580646
6,50,5000,1274,294.84222919937207
7,50,5000,1201,316.6028309741882
8,50,5000,1277,303.23570869224744
9,50,5000,1338,291.5911808669656
10,50,5000,1270,302.9007874015748
11,50,5000,1358,287.8726067746686
12,50,5000,1287,301.6969696969697
13,50,5000,1372,280.56413994169094
14,50,5000,1362,283.92290748898677
15,50,5000,1304,291.1871165644172
16,50,5000,1280,304.79609375
17,50,5000,1341,291.97539149888144
18,50,5000,1177,319.2982158028887
19,50,5000,1184,325.87668918918916
20,100,5000,2234,174.93688451208595
21,100,5000,2407,164.79476526796842
22,100,5000,2163,181.19602404068422
23,100,5000,2497,155.57549058870646
24,100,5000,2571,151.9751069622715
25,100,5000,2461,158.26168224299064
26,100,5000,2268,169.01455026455025
27,100,5000,2323,168.66465777012485
28,100,5000,2625,149.13257142857142
29,100,5000,2292,171.78970331588133
30,100,5000,2476,156.59571890145395
31,100,5000,2122,183.64844486333647
32,100,5000,2329,168.50837269214256
33,100,5000,2277,172.82037768994292
34,100,5000,2398,162.95788156797332
35,100,5000,2334,170.16152527849187
36,100,5000,2554,154.69342208300705
37,100,5000,2146,182.46132339235788
38,100,5000,2354,165.10662701784196
39,100,5000,2424,158.89521452145215
40,250,5000,4891,79.69413207932938
41,250,5000,5106,76.77575401488446
42,250,5000,5310,71.02222222222223
43,250,5000,4515,85.36146179401993
44,250,5000,4578,84.65836609873307
45,250,5000,4390,87.77129840546696
46,250,5000,5027,77.81519793117167
47,250,5000,4728,82.35511844331641
48,250,5000,4916,79.35659072416598
49,250,5000,5056,76.35284810126582
50,250,5000,5101,76.31072338757106
51,250,5000,5078,76.26427727451753
52,250,5000,4540,84.18832599118943
53,250,5000,4500,86.44444444444444
54,250,5000,4726,81.11024121878967
55,250,5000,5350,72.62467289719626
56,250,5000,5019,77.5857740585774
57,250,5000,4580,85.30960698689957
58,250,5000,4910,78.85560081466394
59,250,5000,4697,81.94251649989354
60,500,5000,7064,53.85022650056625
61,500,5000,6497,56.7551177466523
62,500,5000,6493,57.85923302017557
63,500,5000,6080,60.30427631578947
64,500,5000,6524,58.88933169834458
65,500,5000,6390,57.728951486697966
66,500,5000,6218,62.285300739787715
67,500,5000,6934,54.887799250072106
68,500,5000,7221,52.43248857498961
69,500,5000,6283,58.95591278051886
70,500,5000,6613,57.43671556026009
71,500,5000,6866,55.34780075735508
72,500,5000,6658,57.123911084409734
73,500,5000,7039,53.721835487995456
74,500,5000,7250,51.89779310344828
75,500,5000,7540,49.63037135278515
76,500,5000,5901,62.85849855956617
77,500,5000,6097,61.75807774315237
78,500,5000,6222,60.61636129861781
79,500,5000,6258,61.07702141259188
