int(self),disturbance_cycles,self.cycle,self.total_delivered,mean_cyc_to_deliver
0,50,5000,18793,81.34550098440909
1,50,5000,18531,82.36916518266688
2,50,5000,18559,82.56813405894714
3,50,5000,18532,82.69614720483489
4,50,5000,18656,82.40828687821612
5,50,5000,18909,80.71870537839125
6,50,5000,18591,82.51799257705342
7,50,5000,18187,84.19409468301534
8,50,5000,18622,82.33782622704328
9,50,5000,18751,81.77702522532131
10,50,5000,18541,83.07394423170271
11,50,5000,18435,83.186655817738
12,50,5000,18200,83.90648351648352
13,50,5000,18745,82.23392904774606
14,50,5000,18539,82.3440854415017
15,50,5000,18662,82.43752009430929
16,50,5000,18432,83.28466796875
17,50,5000,18797,81.31840187263926
18,50,5000,18564,82.31399482870071
19,50,5000,18560,83.04089439655172
20,100,5000,22223,69.19781307654232
21,100,5000,22231,69.04714137915524
22,100,5000,21905,70.06861447158182
23,100,5000,22055,70.03228292904103
24,100,5000,22034,69.50930380321321
25,100,5000,22427,68.78267267133366
26,100,5000,22285,68.67534215840251
27,100,5000,22588,68.1970072604923
28,100,5000,21743,70.60557420779101
29,100,5000,21754,70.34811988599797
30,100,5000,22008,70.15494365685205
31,100,5000,22312,68.81382215847974
32,100,5000,21547,71.64695781315264
33,100,5000,21986,70.0884653870645
34,100,5000,22110,69.66770691994573
35,100,5000,22295,68.81538461538462
36,100,5000,22131,69.55397406353079
37,100,5000,22010,69.8786460699682
38,100,5000,22018,69.88050685802526
39,100,5000,21994,70.200600163681
40,250,5000,24980,61.606645316253
41,250,5000,24299,63.34758632042471
42,250,5000,24633,62.42175130921934
43,250,5000,24832,61.73755637886598
44,250,5000,24909,61.629732225300096
45,250,5000,24307,63.34109515777348
46,250,5000,24405,62.74914976439254
47,250,5000,25191,61.360406494382914
48,250,5000,25073,61.33565987317034
49,250,5000,24291,63.36589683421843
50,250,5000,25015,61.67959224465321
51,250,5000,25005,61.380083983203356
52,250,5000,24026,63.52921834679098
53,250,5000,24789,62.04102626164831
54,250,5000,24284,63.46767418876627
55,250,5000,24352,63.436062746386334
56,250,5000,25069,61.11348677649687
57,250,5000,24681,62.20161257647583
58,250,5000,24601,62.57619608958986
59,250,5000,24316,63.379585458134564
60,500,5000,24454,63.531773942913226
61,500,5000,24871,62.11780788870572
62,500,5000,25639,59.8767502632708
63,500,5000,26173,58.86161311274978
64,500,5000,26309,58.25094074271162
65,500,5000,26960,56.63861275964392
66,500,5000,27215,56.33466838140731
67,500,5000,26494,57.57620593341889
68,500,5000,25537,60.0052081293809
69,500,5000,26144,58.56850520195839
70,500,5000,25218,61.699064160520265
71,500,5000,26063,58.541035183977286
72,500,5000,25838,59.38350491524112
73,500,5000,25862,58.821784858092954
74,500,5000,26032,59.2743930547019
75,500,5000,26412,57.46755262759352
76,500,5000,25917,59.42180807963885
77,500,5000,26464,57.87371523579202
78,500,5000,25104,60.20450924155513
79,500,5000,25980,58.901424172440336
