int(self),disturbance_cycles,self.cycle,self.total_delivered,mean_cyc_to_deliver
20,50,5000,3982,20.03691612255148
21,50,5000,4031,19.596378069957826
22,50,5000,3928,20.253818737270876
23,50,5000,4060,18.987192118226602
24,50,5000,4347,18.246146767885897
25,50,5000,3892,20.57836587872559
26,50,5000,3569,22.53376295881199
27,50,5000,3551,22.620670233736977
28,50,5000,3732,21.579046087888532
29,50,5000,4143,19.14868452811972
30,50,5000,4019,19.544414033341628
31,50,5000,3683,21.8503937007874
32,50,5000,4161,18.59745253544821
33,50,5000,4081,19.127664788042146
34,50,5000,4095,19.073015873015873
35,50,5000,4138,19.087723537941034
36,50,5000,4173,18.208483105679367
37,50,5000,3683,22.044257398859624
38,50,5000,4176,19.20138888888889
39,50,5000,4000,20.10625
100,100,5000,5224,13.842840735068913
101,100,5000,5152,13.750388198757763
102,100,5000,4769,14.035227511008598
103,100,5000,5061,13.603438055720213
104,100,5000,5020,14.197211155378486
105,100,5000,5097,13.232293505983913
106,100,5000,4985,14.465997993981945
107,100,5000,5132,13.289166017147311
108,100,5000,5403,12.823616509346659
109,100,5000,4815,13.979646936656282
110,100,5000,5208,13.497503840245775
111,100,5000,4899,14.319044703000612
112,100,5000,5136,13.922507788161994
113,100,5000,4822,14.900456242223145
114,100,5000,4996,13.712369895916733
115,100,5000,4915,14.128382502543236
116,100,5000,5161,13.62701026932765
117,100,5000,5160,13.479651162790697
118,100,5000,5098,14.029030992546096
119,100,5000,5270,12.956356736242885
180,250,5000,5928,10.673076923076923
181,250,5000,5898,10.88538487622923
182,250,5000,5899,10.744193931174776
183,250,5000,5936,10.757243935309972
184,250,5000,5543,11.09092549161104
185,250,5000,5747,10.754828606229337
186,250,5000,5794,10.830686917500863
187,250,5000,5606,10.899215126650018
188,250,5000,5927,10.857769529272819
189,250,5000,5529,11.233315246880087
190,250,5000,5811,10.858888315264155
191,250,5000,5917,10.464086530336319
192,250,5000,5508,11.35039941902687
193,250,5000,5808,11.21711432506887
194,250,5000,5882,11.024651479088746
195,250,5000,5681,10.803203661327231
196,250,5000,5897,10.687129048668815
197,250,5000,5590,11.432200357781753
198,250,5000,5649,11.237918215613384
199,250,5000,5652,11.299893842887473
260,500,5000,6169,9.93969849246231
261,500,5000,6044,9.849437458636665
262,500,5000,6098,9.785175467366349
263,500,5000,6007,9.956883635758283
264,500,5000,6319,9.781136255736667
265,500,5000,5887,10.040597927637167
266,500,5000,6141,9.678065461651197
267,500,5000,5971,10.043041366605259
268,500,5000,5971,10.1235973873723
269,500,5000,5967,9.949723479135244
270,500,5000,5967,10.307021954080778
271,500,5000,6054,10.090023125206475
272,500,5000,6002,10.020326557814062
273,500,5000,5894,10.348489989820155
274,500,5000,6230,10.061797752808989
275,500,5000,6170,9.833063209076174
276,500,5000,6120,10.140359477124184
277,500,5000,5905,10.530906011854361
278,500,5000,5972,10.180006697923643
279,500,5000,5932,10.163351314902226
