int(self),disturbance_cycles,self.cycle,self.total_delivered,mean_cyc_to_deliver
0,50,5000,9837,35.42563789773305
1,50,5000,10375,33.52048192771084
2,50,5000,10244,33.51600937133932
3,50,5000,10198,33.50049029221416
4,50,5000,10126,33.778194746197904
5,50,5000,10095,34.30004952947004
6,50,5000,9997,34.73962188656597
7,50,5000,10218,33.6174398120963
8,50,5000,10037,34.41586131314138
9,50,5000,10073,34.58066117343393
10,50,5000,10351,33.24132934016037
11,50,5000,10153,33.874224367182116
12,50,5000,10272,33.688668224299064
13,50,5000,10066,34.08931055036757
14,50,5000,10123,34.216931739602884
15,50,5000,10189,34.07939935224262
16,50,5000,10187,33.75615981152449
17,50,5000,10414,32.888131361628574
18,50,5000,10059,34.42598667859628
19,50,5000,10070,33.93922542204568
20,100,5000,10979,30.845523271700518
21,100,5000,11333,30.193329215565164
22,100,5000,10724,32.05203282357329
23,100,5000,11245,30.545486883059137
24,100,5000,11023,31.632132813208745
25,100,5000,11110,30.84104410441044
26,100,5000,11298,30.31934855726677
27,100,5000,10781,31.489193952323532
28,100,5000,11151,30.610259169581205
29,100,5000,11146,30.653507984927327
30,100,5000,10210,33.98050930460333
31,100,5000,11422,29.946156540010506
32,100,5000,10788,31.82211716722284
33,100,5000,10962,31.083835066593686
34,100,5000,10927,31.652695158781
35,100,5000,10424,33.2035686876439
36,100,5000,10661,31.859300253259544
37,100,5000,10955,31.46964856230032
38,100,5000,10392,33.47959969207082
39,100,5000,10817,32.170564851622444
40,250,5000,12157,27.781442790162046
41,250,5000,11610,28.795348837209303
42,250,5000,11401,29.779931584948688
43,250,5000,12573,27.27582915771892
44,250,5000,12714,26.10335063709297
45,250,5000,12400,26.94314516129032
46,250,5000,12419,27.001207826717128
47,250,5000,12368,27.590798835705044
48,250,5000,11458,29.72735206842381
49,250,5000,12843,26.251810324690492
50,250,5000,13109,25.172019223434283
51,250,5000,12575,26.459960238568588
52,250,5000,12470,27.109302325581396
53,250,5000,12180,27.971674876847292
54,250,5000,12158,27.780227011021548
55,250,5000,12079,27.836907028727545
56,250,5000,12361,27.08373108971766
57,250,5000,11587,29.322516613446105
58,250,5000,12781,26.232610906814802
59,250,5000,12046,28.14701975759588
60,500,5000,13582,24.353703431011635
61,500,5000,13234,25.43025540275049
62,500,5000,13072,25.63249694002448
63,500,5000,13764,24.05281894798024
64,500,5000,13922,23.780419479959775
65,500,5000,13537,24.69587057693728
66,500,5000,13207,25.30574695237374
67,500,5000,12546,25.824326478558902
68,500,5000,12195,27.406724067240674
69,500,5000,12986,25.58339750500539
70,500,5000,13621,24.525365244842522
71,500,5000,13968,23.773339060710196
72,500,5000,13185,25.288585513841486
73,500,5000,13815,24.195512124502354
74,500,5000,13708,24.202071782900497
75,500,5000,13907,23.99748328180053
76,500,5000,13118,25.245692940997102
77,500,5000,12838,25.93028509113569
78,500,5000,12596,26.568831375039696
79,500,5000,13032,25.582105586249234
