int(self),disturbance_cycles,self.cycle,mean(self.residue),avg_traffic,mean(t_avgs)
0,50,5000,0.7623990772779698,2572.1176470588234,18.95741815777578
1,50,5000,0.7722029988465974,2572.1176470588234,18.851996775554966
2,50,5000,0.7583621683967704,2572.1176470588234,18.063823594931893
3,50,5000,0.7745098039215685,2572.1176470588234,18.34221637717372
4,50,5000,0.7745098039215685,2572.1176470588234,18.751433639502938
5,50,5000,0.7635524798154555,2572.1176470588234,18.725484222080777
6,50,5000,0.7641291810841984,2572.1176470588234,18.96440218027426
7,50,5000,0.767589388696655,2572.1176470588234,18.832042812174443
8,50,5000,0.7739331026528256,2572.1176470588234,18.3434992788717
9,50,5000,0.768166089965398,2572.1176470588234,18.85468701356741
10,50,5000,0.80795847750865,2572.1176470588234,18.875879232059916
11,50,5000,0.7814302191464819,2572.1176470588234,18.97297006865962
12,50,5000,0.7658592848904265,2572.1176470588234,18.197016540558792
13,50,5000,0.8056516724336793,2572.1176470588234,18.7910176596877
14,50,5000,0.7670126874279123,2572.1176470588234,18.300150227518305
15,50,5000,0.789504036908881,2572.1176470588234,19.112991697252667
16,50,5000,0.8010380622837365,2572.1176470588234,18.816407092034066
17,50,5000,0.7889273356401383,2572.1176470588234,18.55706184142423
18,50,5000,0.7745098039215687,2572.1176470588234,19.070446159940197
19,50,5000,0.7491349480968859,2572.1176470588234,18.05794570982281
20,100,5000,0.4505882352941176,1917.5882352941176,32.119671823851284
21,100,5000,0.4458823529411764,1917.5882352941176,32.39904905988717
22,100,5000,0.42705882352941155,1917.5882352941176,31.82001957832055
23,100,5000,0.47529411764705864,1917.5882352941176,32.80073858036136
24,100,5000,0.49294117647058855,1917.5882352941176,31.57515216998175
25,100,5000,0.45764705882352913,1917.5882352941176,32.564616211356935
26,100,5000,0.44823529411764695,1917.5882352941176,32.34039317705725
27,100,5000,0.45058823529411746,1917.5882352941176,31.691103243419708
28,100,5000,0.4482352941176471,1917.5882352941176,31.243413262950178
29,100,5000,0.43176470588235283,1917.5882352941176,32.271551434774906
30,100,5000,0.40588235294117647,1917.5882352941176,32.28790341955734
31,100,5000,0.4976470588235292,1917.5882352941176,35.04551487532199
32,100,5000,0.3882352941176471,1917.5882352941176,32.358556039212324
33,100,5000,0.4305882352941175,1917.5882352941176,31.83860758813884
34,100,5000,0.41058823529411753,1917.5882352941176,30.10790094152578
35,100,5000,0.4035294117647059,1917.5882352941176,31.339000264247844
36,100,5000,0.42117647058823526,1917.5882352941176,30.216847861969534
37,100,5000,0.46705882352941186,1917.5882352941176,31.971399876736466
38,100,5000,0.4835294117647059,1917.5882352941176,31.68134217120896
39,100,5000,0.4223529411764705,1917.5882352941176,30.90915893917351
